index,audio,avg_prob,type,text,text_ts,human_verified
128,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/bXuoSlgKMs8/257940.mp3,-0.014413974092762643,term,"при сохранении дебита. Во всех случаях газовый фактор должен оставаться постоянным. По сравнению с водонапорным, упругий режим работы пласта менее эффективен. Режим газовой шапки проявляется в таких геологических условиях, при которых источником пластовой энергии является упругость газа, сосредоточенного в газовой шапке. Для этого необходимо, чтобы залежь была изолирована по периферии.","<|0.00|> сохранении дебита.<|1.36|><|2.04|> Во всех случаях газовый фактор должен оставаться постоянным.<|5.84|><|5.84|> По сравнению с водонапорным, упругий режим работы пласта<|10.08|><|10.08|> менее эффективен.<|11.50|><|12.40|> Режим газовой шапки проявляется в таких геологических условиях,<|16.84|><|17.18|> при которых источником пластовой энергии является упругость<|21.42|><|21.42|> газа, сосредоточенного в газовой шапке.<|23.90|><|24.34|> Для этого необходимо, чтобы залежь была изолирована по периферии<|28.42|>",False
118,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/xbrsbYaj-gU/2489340.mp3,-0.014647801872342825,noise,в список дополнительной литературы. Благодарю вас за внимание.,<|0.48|> список<|0.92|><|0.92|> дополнительной<|1.60|><|1.60|> литературы.<|2.32|><|2.90|> Благодарю<|3.32|><|3.32|> вас<|3.58|><|3.58|> за<|3.78|><|3.78|> внимание.<|4.24|>,False
548,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/X2l-vaKoIBE/1933620.mp3,-0.01530354894283745,term,"Сложность заключается в достаточно нетривиальном геологическом строении и достаточно низкими проницаемостями. В обратную сторону мы имеем достаточно большие запасы газа в этих отложениях и, как следствие, большой интерес к этому направлению. Все эти современные вызовы диктуют необходимость кросс-функциональных, даже не междисциплинарных, а кросс-функциональных подходов","<|0.00|> Сложность заключается в достаточно нетривиальном геологическом<|4.28|><|4.28|> строении.<|5.04|><|6.04|> И достаточно низкими проницаемостями.<|9.78|><|10.56|> В обратную сторону мы имеем достаточно большие запасы газа<|13.54|><|13.54|> в этих отложениях.<|14.50|><|14.92|> И, как следствие, большой интерес к этому направлению.<|17.82|><|18.52|> Все эти современные вызовы диктуют необходимость кросс-функциональных,<|25.04|><|25.22|> даже не междисциплинарных, а кросс-функциональных подходов<|28.32|>",False
856,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/TyJ9baht8kA/144400.mp3,-0.015696064474468585,term,"Буровой раствор, находящийся в скважине, вытесняется из нее по трубам. Если после замены бурового раствора водой вызвать приток в скважине не удается, то переходит на промывку скважины нефтью. Аэрация – это процесс смешения жидкости с пузырьками сжатого газа воздуха. При аэрации за счет постепенного смешения сжатого газа","<|0.00|> Буровой раствор, находящийся в скважине, вытесняется из нее<|4.08|><|4.08|> по трубам.<|5.08|><|5.68|> Если после замены бурового раствора водой вызвать приток в<|9.34|><|9.34|> скважине не удается, то переходит на промывку скважины нефтью.<|14.28|><|15.38|> Аэрация – это процесс смешения жидкости с пузырьками сжатого<|19.76|><|19.76|> газа воздуха.<|21.40|><|21.40|> При аэрации за счет постепенного смешения сжатого газа<|25.52|>",False
19,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/WfcldGf1Xoc/302050.mp3,-0.015840145888634853,term,"системой для улучшения охвата пласта вытеснением, а также для выработки запасов из отдельных линз или участков пласта в застойных зон, на которые не распространяется влияние закачки от ближайших нагнетательных рядов. Под нагнетание используют одну из добывающих скважин, расположенную рационально по отношению к окружающим добывающим скважинам и в зоне пласта с повышенной проницаемостью.","<|0.00|> системой для улучшения охвата пласта вытеснением, а также<|3.96|><|3.96|> для выработки запасов из отдельных линз или участков пласта<|7.64|><|7.64|> в застойных зон, на которые не распространяется влияние закачки<|11.64|><|11.64|> от ближайших нагнетательных рядов.<|14.32|><|14.32|> Под нагнетание используют одну из добывающих скважин, расположенную<|19.06|><|19.06|> рационально по отношению к окружающим добывающим скважинам<|23.08|><|23.08|> и в зоне пласта с повышенной проницаемостью.<|26.56|>",False
84,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/xbrsbYaj-gU/1520040.mp3,-0.016741680752602406,term,"могут быть многочисленные технические и технологические причины, приводящие к целесообразности или нецелесообразности применения отдельных вариантов выделения объектов. Например, если скважин, эксплуатирующих какой-то пласт или группу пластов, выделенные в один объект разработки, предполагается отбирать настолько значительные дебиты жидкости, что они будут предельными для современных средств эксплуатации скважин,","<|0.00|> Могут быть многочисленные технические и технологические<|4.12|><|4.12|> причины,<|4.66|><|5.08|> приводящие к целесообразности или нецелесообразности<|8.76|><|8.76|> применения отдельных вариантов выделения объектов.<|11.66|><|12.08|> Например, если скважин, эксплуатирующих какой-то пласт или<|16.16|><|16.16|> группу пластов,<|17.08|><|17.54|> выделенные в один объект разработки, предполагается отбирать<|20.74|><|20.74|> настолько значительные дебиты жидкости,<|23.68|><|24.12|> что они будут предельными для современных средств эксплуатации<|27.72|><|27.72|> скважин,<|28.40|>",False
509,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/X2l-vaKoIBE/846240.mp3,-0.016852184790574636,question,"Таким образом, по расположению детектора по отношению к источнику акустической волны и по времени, которое потребовалось в волне для того, чтобы уйти вниз до границы раздела и отразиться, можно определить, в какой точке конкретно пространства под землей было это отражение.","<|0.00|> Таким образом, по расположению детектора по отношению к источнику<|5.70|><|5.70|> акустической волны и по времени, которое потребовалось в<|11.08|><|11.08|> волне для того, чтобы уйти вниз до границы раздела и отразиться,<|16.20|><|16.20|> можно определить в какой точке конкретно пространства под<|21.74|><|21.74|> землей было это отражение.<|24.60|>",False
56,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/xbrsbYaj-gU/723170.mp3,-0.017171820253133775,term,"и составляет 5-10 и более лет. Определить вот эту границу между третьей и четвертой стадиями по изменению среднегодового темпа добычи нефти обычно трудно. Наиболее четко ее можно определить по точке перегиба кривой оплотненности. Вот вы видели на графике. Совместно первую, вторую и третью стадии называют основным периодом разработки.","<|0.00|> стадий и составляет 5-10 и более лет.<|2.88|><|3.36|> Определить вот эту границу между третьей и четвертой стадиями<|7.36|><|7.36|> по изменению среднегодового темпа добычи нефти обычно трудно.<|12.28|><|13.48|> Наиболее четко ее можно определить по точке перегиба кривой<|17.60|><|17.60|> оплотненности.<|19.00|><|19.68|> Вот вы видели, да, на графике.<|21.32|><|23.88|> Совместно первую, вторую и третью стадии называют основным<|27.28|><|27.28|> периодом разработки.<|29.64|>",False
119,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/bXuoSlgKMs8/0.mp3,-0.01739008549177217,term,Добрый день! С вами канал Нефть и Газ. В данном видеоролике делюсь своим личным мнением. Изложение материала может быть упрощено и содержать неточности. Сегодня мы поговорим о естественных режимах работы пластов и об их эффективности по конечному коэффициенту нефтеизвлечения. На каждом этапе разработки добыча нефти и газов происходит под действием источников пластовой энергии.,<|0.52|> Добрый день! С вами канал Нефть и Газ. В данном видеоролике<|5.26|><|5.26|> делюсь своим личным мнением.<|7.14|><|7.54|> Изложение материала может быть упрощено и содержать неточности.<|11.74|><|12.24|> Сегодня мы поговорим о естественных режимах работы пластов<|16.02|><|16.02|> и об их эффективности по конечному коэффициенту нефтеизвлечения.<|20.26|><|21.04|> На каждом этапе разработки добыча нефти и газа происходит<|24.00|><|24.00|> под действием источников пластовой энергии.<|27.42|>,False
473,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/EiFc1LMtrsY/5835660.mp3,-0.017809881055291042,connector,"Либо аксиальный реактор, либо радиальный реактор. В радиальном реакторе слои катализатора расположены вертикально. Для чего это нужно? Здесь локальный коэффициент соотношения сырья и катализатора, он значительно ниже, чем для аксиальных реакторов. То есть, перепад температуры по слою, он значительно ниже, опять же. С другой стороны, есть некие неудобства, связанные в основном с обеспечением",<|0.00|> то есть это либо<|1.00|><|1.00|> аксиальный реактор<|2.00|><|2.00|> либо радиальный реактор<|3.00|><|3.00|> в радиальном реакторе<|4.00|><|4.00|> слои катализатора<|5.00|><|5.00|> расположены<|6.00|><|6.00|> вертикально<|8.00|><|8.00|> для чего это нужно<|10.00|><|10.00|> здесь<|12.00|><|12.00|> локальный коэффициент<|14.00|><|14.00|> соотношения<|15.00|><|15.00|> сырья и катализатора<|16.00|><|16.00|> он<|17.00|><|17.00|> значительно ниже<|18.00|><|18.00|> чем для аксиальных реакторов<|19.00|><|19.00|> то есть<|20.00|><|20.00|> перепад температуры<|21.00|><|21.00|> по слою<|22.00|><|22.00|> он значительно<|23.00|><|23.00|> ниже опять же<|24.00|><|24.00|> с другой стороны<|26.00|><|26.00|> есть некие неудобства<|28.00|><|28.00|> связанные в основном<|29.00|><|29.00|> с обеспечением<|30.00|>,False
486,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/X2l-vaKoIBE/191460.mp3,-0.018152826522418765,question,"Чем быстрее течет вода, тем большие осколки она может переносить. Соответственно, в начале, когда все это происходит за счет переноса в горных реках, могут двигаться достаточно большие осколки, большие камни. Чем дальше мы отходим от места, где эти обломки были образованы, тем все медленнее течет вода, переходя на равнину. Ну и соответственно, тем все более мелкие и мелкие частицы она способна унести.","<|0.00|> Чем быстрее течет вода, тем большие осколки она может переносить.<|4.48|><|4.94|> Соответственно, в начале, когда все это происходит за счет<|8.92|><|8.92|> переноса<|9.54|><|9.54|> в горных реках, могут двигаться достаточно большие осколки,<|13.02|><|13.02|> большие камни, чем дальше мы отходим от места,<|16.42|><|17.94|> где эти обломки были образованы,<|20.24|><|20.62|> тем все медленнее течет вода, переходя на равнину,<|24.34|><|24.44|> ну и, соответственно, тем все более мелкие и мелкие частицы<|28.66|><|28.66|> она способна унести.<|29.80|>",False
747,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/UExih7oWg4E/797340.mp3,-0.018234768013644497,connector,"И одновременно с рынка вышло довольно много нефти. Вот двух этих государств были проблемы с судоходством в Персидском заливе. Но как раз тогда эти высокие цены сделали две вещи. Во-первых, они стимулировали развитие офшорной добычи нефти в Северном море, в Мексиканском заливе. Во-вторых, они стимулировали максимальное сокращение потребления нефти. Электростанции, которые до этого были мазутные, стали резко переходить на газ.","<|0.00|> И одновременно с рынка вышло довольно много нефти.<|3.48|><|3.48|> Вот двух этих государств были проблемы с судоходством в Персидском<|6.98|><|6.98|> заливе.<|7.62|><|8.54|> Но как раз тогда эти высокие цены сделали две вещи.<|11.66|><|12.24|> Во-первых, они стимулировали развитие офшорной добычи нефти<|17.30|><|17.30|> в Северном море, в Мексиканском заливе.<|20.58|><|21.08|> Во-вторых, они стимулировали максимальное сокращение потребления<|24.56|><|24.56|> нефти.<|25.02|><|25.58|> Электростанции, которые до этого были мазутные, стали резко<|28.48|><|28.48|> переходить на газ.<|29.72|>",False
85,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/xbrsbYaj-gU/1548760.mp3,-0.01847062563885831,connector,"то дальнейшее укропнение объектов окажется невозможным по технической причине. Так вот, заключение данного подраздела следует подчеркнуть, что влияние каждого из перечисленных факторов на выбор объектов разработки должно быть сначала подвергнуто технологическому и технико-экономическому анализу. И только после него можно принимать решение о выделении объектов разработки.","<|0.00|> то дальнейшее укропнение объектов окажется невозможным по<|3.40|><|3.40|> технической причине.<|4.62|><|7.50|> Под заключение данного подраздела следует подчеркнуть,<|11.50|><|12.46|> что влияние каждого из перечисленных факторов на выбор объектов<|16.16|><|16.16|> разработки<|16.98|><|16.98|> должно быть сначала подвергнуто технологическому и технико-экономическому<|21.60|><|21.60|> анализу.<|22.60|><|23.32|> И только после него можно принимать решение о выделении объектов<|27.92|><|27.92|> разработки.<|28.50|>",False
520,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/X2l-vaKoIBE/1145000.mp3,-0.01894690059790654,connector,"Поэтому мы не можем отказаться ни от того, ни от другого в процессе исследований. После того, как стали известны и понятны необходимые нам характеристики, необходимо построить полную геологическую модель. Тут должно быть совершенно ясно, что характерные размеры месторождения исчисляются десятками километров.","<|0.00|> Поэтому мы не можем отказаться ни от того, ни от другого в<|3.16|><|3.16|> процессе исследований.<|4.80|><|6.46|> После того, как стали известны и понятны необходимые нам<|12.52|><|12.52|> характеристики, необходимо построить полную геологическую<|17.92|><|17.92|> модель.<|18.72|><|19.22|> Тут должно быть совершенно ясно, что характерные размеры месторождения<|23.24|><|23.24|> исчисляются десятками километров.<|25.74|>",False
129,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/bXuoSlgKMs8/286360.mp3,-0.01994023673857252,term,"непроницаемыми породами или тектоническими нарушениями. Законтурная вода, если она имеется, не должна быть активной. Нефтяная залежь должна находиться в контакте с газовой шапкой. Темп изменения среднего пластового давления при разработке залежи может быть различным в зависимости от темпов разработки и от соотношения объемов газовой шапки и нефтенасыщенной части залежи.","<|0.00|> непроницаемыми породами или тектоническими нарушениями.<|4.22|><|4.72|> Законтурная вода, если она имеется, не должна быть активной.<|8.86|><|9.34|> Нефтяная залежь должна находиться в контакте с газовой шапкой.<|13.00|><|13.66|> Темп изменения среднего пластового давления при разработке<|17.32|><|17.32|> залежи может быть различным<|19.30|><|19.30|> в зависимости от темпов разработки и от соотношения объемов<|23.56|><|23.56|> газовой шапки и нефтенасыщенной части залежи.<|26.86|>",False
1088,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/xhaoJXvEuRk/141340.mp3,-0.020424005764652975,term,"скважин до групповых замерных установок. Здесь продукция скважин в виде трехфазной смеси нефть, газ, вода по отдельным трубопроводам перекачивается до узла первичного замера и учета продукции. Второй элемент включает участок от групповых замерных установок до дожимных насосных станций. Здесь продукция скважин разделяется на жидкую и газовую фазы.","<|0.00|> групповых замерных установок.<|2.80|><|2.80|> Здесь продукция скважин в виде трехфазной смеси нефть, газ,<|7.80|><|7.80|> вода, по отдельным трубопроводам<|10.16|><|10.16|> перекачивается до узла первичного замера и учета продукции.<|14.22|><|14.98|> Второй элемент включает участок от групповых замерных<|19.16|><|19.16|> установок до дожимных насосных станций.<|22.30|><|23.00|> Здесь продукция скважин разделяется на жидкую и газовую фазы,<|27.62|>",False
490,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/X2l-vaKoIBE/306720.mp3,-0.021239896645836,connector,"По мере захоранивания, по мере того, как сверху будут образовываться все новые и новые накопления, данный пласт с биоматериалом будет погружаться вниз. На него будут давить массы, которые находятся выше. За счет этого будет появляться давление в пласте. И одновременно мы будем погружаться вниз под землю и будет расти температура.","<|0.68|> По мере захоранивания,<|2.64|><|2.84|> по мере того, как сверху будут образовываться<|4.92|><|4.92|> все новые и новые накопления,<|7.94|><|8.62|> данный пласт с биоматериалом будет погружаться вниз.<|14.28|><|14.28|> На него будут давить массы, которые находятся выше,<|18.24|><|18.46|> за счет этого будет появляться давление в пласте.<|21.64|><|22.20|> И одновременно мы будем погружаться вниз под землю<|25.08|><|25.08|> и будет расти температура.<|26.80|>",False
874,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/4bvskQiMpbE/334580.mp3,-0.021327648964870605,term,"профиля мы можем описать положение залежи нефти и газа, а также положение водонефтяного контакта. Порядок его составления таков. Сначала проводят линию уровня моря и вычерчивают вертикальный масштаб. Затем на линии уровня моря точками показывают положение скважин. Через указанные точки проводят вертикальные линии стволов скважин и отмечают альтитуды скважин. Соединение линии","<|0.00|> профиля мы можем описать положение залежей нефти и газа, а<|3.80|><|3.80|> также положение водонефтяного<|6.08|><|6.08|> контакта. Порядок его составления таков: сначала проводят<|10.96|><|10.96|> линию уровня<|11.78|><|11.78|> моря и вычерчивают вертикальный масштаб, затем на линии<|16.08|><|16.08|> уровня моря точками<|17.48|><|17.48|> показывают положение скважин. Через указанные точки проводят<|22.18|><|22.18|> вертикальные<|23.18|><|23.18|> линии стволов скважин и отмечают альтитуды скважин. Соединение<|28.46|><|28.46|> линий<|28.88|>",False
