index,audio,avg_prob,type,text,text_ts,human_verified
79,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/xbrsbYaj-gU/1377400.mp3,-0.07993470053042984,term,"И вот резкое различное содержание парафина, сероводорода, ценных углеводородных компонентов, промышленное содержание других полезных ископаемых также может стать причиной невозможности совместной разработки пластов как одного объекта вследствие необходимости использования существенно различной технологии извлечения нефти и других полезных ископаемых из пластов. Продолжение следует.","<|0.00|> И вот резкое различное содержание парафина, сероводорода,<|4.00|><|4.14|> ценных углеводородных компонентов,<|5.80|><|6.42|> промышленное содержание других полезных ископаемых<|9.12|><|9.12|> также может стать причиной невозможности<|12.06|><|12.06|> совместной разработки пластов как одного объекта<|15.34|><|15.34|> вследствие необходимости использования существенно<|17.74|><|17.74|> различной технологии излечения нефти<|20.82|><|20.82|> и других полезных ископаемых из пластов.<|24.28|>",False
987,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/YSKJxaTai8o/3093460.mp3,-0.07949183527380228,term,"Скважина, колонна Получается Изолирована с почвой Вы мониторите Именно давление, которое Межколонное давление С почвой Если будут какие-то аномалии Это означает, что колонна пропускает А если нет, тогда получается Изолирована Буквально Простыми словами Процедура подразумевает Расчет чего?","<|0.00|> Скважина, да, колонна, получается, изолирована с почвой.<|5.80|><|6.64|> Вы мониторите именно давление, которое межколонное давление,<|11.52|><|11.52|> да, ну, с почвой.<|12.94|><|13.62|> Если будут какие-то аномалии, это означает, что колонна<|15.94|><|15.94|> пропускает, правильно?<|17.52|><|17.68|> Да.<|17.80|><|18.02|> А если нету, тогда получается изолирована.<|20.80|><|21.12|> Вот буквально, ну, так.<|22.30|><|22.42|> Если простыми словами, да.<|23.42|><|23.42|> Да, если простыми словами, то есть процедура подразумевает<|27.32|><|27.32|> расчет чего?<|28.18|>",False
612,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/t0ov4FfyNR0/980500.mp3,-0.0784346037786842,term,"Как раз тогда основным источником энергии, ну, энергоресурсом был уголь. И вот в те годы как раз начали активно заниматься нефтяными месторождениями, начали их осваивать, и постепенно там такой экспоненциальный рост нефтедобычи, там, сумасшедший, и как раз он идет с развитием технологии, да, появляется новая технология, увеличивается там объемы добычи нефти. Тогда, кстати, вот интересный момент, все думали, что угольная отрасль умрет 100 лет назад,","<|0.00|> Как раз тогда основным источником энергии, ну энергоресурсом<|3.62|><|3.62|> был уголь.<|4.34|><|5.16|> И вот в те годы как раз начали активно заниматься нефтяными<|7.80|><|7.80|> месторождениями,<|8.42|><|8.48|> начали их осваивать.<|9.38|><|9.68|> И постепенно там такой экспоненциальный рост нефтедобычи,<|13.44|><|13.44|> там сумасшедший.<|15.68|><|15.86|> И как раз он идет с развитием технологии.<|17.94|><|18.10|> Там появляется новая технология, увеличивается там объемы добычи<|21.60|><|21.60|> нефти.<|22.16|><|22.90|> Тогда, кстати, вот интересный момент.<|24.92|><|25.12|> Все думали, что угольная отрасль умрет.<|26.90|><|27.58|> 100 лет назад.<|28.22|>",False
1081,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/xNblb92WI5w/28140.mp3,-0.07793451050439706,term,"Пустотой могут быть поры, трещины, каверны. В целом в литературе встречаются слова «фаза». Подразумевает, что речь идет либо о нефти, это жидкое состояние, либо о газе, газообразное состояние, либо о парафинах, это твердое состояние. По залежи углеводородов понимается естественное скопление углеводородов в одном пласте или нескольких пластах, если это единая гидродинамическая система. Однофазная залежь – это залеж нефти, состворен в ней газом. Или газовая залежь, или газоконденсатная залежь, газоконденсатная.","<|0.00|> Пустотой могут быть поры, трещины, каверны.<|3.32|><|3.66|> В этой литературе встречаются слова «фаза».<|6.30|><|6.30|> Подразумевает, что речь идет либо о нефти, это жидкое<|8.64|><|8.64|> состояние,<|9.24|><|9.36|> либо о газе, газообразное состояние, либо о парафинах, это<|11.72|><|11.72|> твердое состояние.<|12.68|><|12.98|> По залежи углеводородов принимается естественное скопление<|15.10|><|15.10|> углеводородов в одном пласте<|16.56|><|16.56|> или нескольких пластах, если это единая гидродинамическая<|19.68|><|19.68|> система.<|20.30|><|20.70|> Однофазная залеж – это залеж нефти с растворенным в ней газом.<|24.12|><|24.50|> Или газовая залеж, или газоконденсатная залеж.<|27.10|>",False
734,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/UExih7oWg4E/430240.mp3,-0.07744987282369818,term,"Дальше, если мы смотрим на вторую половину 20 века, действительно идет огромный спрос на нефть. До 1973 года мировую нефтяную индустрию почти везде, кроме Советского Союза, контролировали компании семь сестер. В основном это были американские компании, еще BP и Shell. Они работали в ставших независимыми арабских государствах.","<|1.00|> Дальше, если мы смотрим на вторую половину XX века,<|5.56|><|5.56|> действительно идет огромный спрос на нефть.<|8.56|><|8.94|> До 1973 года мировую нефтяную индустрию почти везде, кроме<|13.48|><|13.48|> Советского Союза, контролировали компании семь сестер.<|17.68|><|19.04|> В основном это были американские компании, а еще BP и Shell.<|21.58|><|23.34|> Они работали в ставших независимыми арабских государствах<|28.00|>",False
273,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/hRSLef3cN90/110130.mp3,-0.07724011613754556,noise,"установлено, что из общего объема пор нефти, содержащей породой, нефтью бывает заполнено от 60 до 90% пор. Остальной объем пор заполнен водой. Спасибо за внимание! Ставьте лайки, подписывайтесь на канал. Также, если вы хотите выбрать интересующую тему или нашли неточности в излагаемом материале, пишите в группе в социальной сети ВКонтакте.","<|0.00|> установлено, что из общего объема пор нефтесодержащей породы<|5.12|><|5.12|> нефтью бывает заполнено от 60 до 90% пор.<|9.68|><|10.12|> Остальной объем пор заполнен водой.<|12.48|><|12.92|> Спасибо за внимание! Ставьте лайки, подписывайтесь на канал.<|17.56|><|18.00|> Также, если вы хотите выбрать интересующую тему или нашли<|21.36|><|21.36|> неточности в излагаемом материале, пишите в группе социальной<|25.64|><|25.64|> сети ВКонтакте.<|26.96|>",False
95,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/xbrsbYaj-gU/1833720.mp3,-0.07694457438109177,term,"Для данного режима характерно значительное снижение пластового давления в начальный период отбора нефти и, соответственно, уменьшение дебетов нефти. Упруговодонапорный или водонапорный режим – это если законтурная область нефтяного пласта имеет выход на дневную поверхность или водоносная область обширна и пласт не высокопроницаемый.","<|0.00|> И вот для данного режима характерно значительное снижение пластового<|4.04|><|4.04|> давления<|4.58|><|4.58|> в начальный период отбора нефти и, соответственно, уменьшение<|8.48|><|8.48|> дебетов нефти.<|9.48|><|10.96|> Упруговодонапорный или водонапорный режим –<|13.96|><|13.96|> это если законтурная область нефтяного пласта имеет выход<|16.96|><|16.96|> на дневную поверхность<|18.32|><|18.32|> или водоносная область обширна и пласт невысокопроницаемый,<|24.32|>",False
201,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/C8QuQzgiBmY/1788540.mp3,-0.07691211299970746,term,"Есть два варианта, то есть с рекультивацией и без рекультивации. То есть А – это без рекультивации, Б – с рекультивацией. То есть зона 1 – это то место, куда подходят строительные колонны и трактора. То есть вот они здесь работают. Зона 2 в данном случае, вот в верхнем, это зона разработки траншеи и отвала грунта.","<|0.00|> Есть два варианта, то есть с рекультивацией и без рекультивации.<|4.02|><|4.22|> То есть А – это без рекультивации, Б – с рекультивацией.<|8.62|><|9.02|> То есть зона 1 – это то место, куда подходят строительные<|13.00|><|13.00|> колонны и трактора.<|14.88|><|15.56|> То есть вот они здесь работают.<|17.12|><|18.16|> Зона 2 в данном случае, вот в верхнем – это зона разработки<|23.92|><|23.92|> траншеи и отвала грунта.<|25.70|>",False
986,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/YSKJxaTai8o/3065840.mp3,-0.07634599160935197,noise,"К примеру, по нашему проекту, мы на данный момент это вручную проводим, но после внедрения мониторинга в режиме реального времени, это уже будет автоматизировано. Скоро, да? Надеемся, что скоро будет это у нас. Получается, вот система мониторинга, то есть, просто для зрителей, немножко упрощенный вид.","<|0.00|> К примеру, по нашему проекту, то есть мы на данный момент<|4.48|><|4.48|> это вручную проводим, но после внедрения мониторинга в<|9.40|><|9.40|> режиме реального времени, это уже будет автоматизировано.<|12.84|><|12.84|> То есть, скоро, да?<|14.94|><|15.86|> Надеюсь.<|16.22|><|16.28|> Надеемся, что скоро будет это у нас.<|18.02|><|18.62|> Получается, вот система мониторинга, то есть просто для зрителей,<|24.12|><|24.12|> да, немножко упрощенный вид.<|27.10|>",False
541,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/X2l-vaKoIBE/1739100.mp3,-0.07576145096258684,term,"Эта добыча обязательно образом измеряется посредством ОГЗУ, показано здесь слева, и отправляется в систему сбора. Система сбора может быть разной конфигурации, это может быть лучевая, коллекторная, то есть, как показано справа, разные варианты сбора, то есть, разные трубные системы. Там на рисунке справа показаны кружочками, соответственно, такие источники нефти либо газа, то есть, могут быть одиночные скважины.","<|0.00|> Эта добыча обязательно образом измеряется посредством АГЗУ,<|3.52|><|3.58|> показано здесь слева,<|4.56|><|5.62|> и отправляется в систему сбора.<|7.92|><|8.44|> Система сбора может быть разной конфигурации.<|12.70|><|13.26|> Это может быть лучевая, коллекторная,<|15.34|><|15.44|> то есть как показано справа, разные варианты сбора,<|17.80|><|17.90|> то есть разные трубные системы.<|19.28|><|19.38|> Там на рисунке справа показаны кружочками, соответственно,<|23.66|><|23.76|> такие источники нефти либо газа.<|26.70|><|26.78|> То есть это могут быть одиночные скважины,<|28.34|>",False
3,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/fhg9L-03uH0/87380.mp3,-0.07563065690919757,term,"стабильно поступающей из некоторого источника в единицу времени. Дебетом скважины называют объем продукции, добываемой из нее за единицу времени. Дебет нефтяных скважин измеряется в кубических метрах либо тоннах в единицу времени – час в сутки. Статистический метод в основном используют при подсчете запасов объектов, находящихся на поздней стадии разработки.","<|0.00|> стабильно поступающий из некоторого источника в единицу<|3.28|><|3.28|> времени.<|3.92|><|5.44|> Дебитом скважины называют объем продукции,<|8.26|><|8.36|> добываемой из нее за единицу времени.<|10.62|><|10.62|> Дебит нефтяных скважин измеряется в кубических метрах<|14.62|><|14.62|> либо тоннах в единицу времени – час в сутки.<|17.92|><|18.52|> Статистический метод в основном используют при подсчете запасов<|22.12|><|22.12|> объектов,<|22.74|><|23.10|> находящихся на поздней стадии разработки.<|25.86|>",False
888,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/YSKJxaTai8o/334980.mp3,-0.07531554340384901,term,"Месторождение не буду называть, но назову регион. В Актюбинской области есть небольшое месторождение. У них вообще там ситуация интересная. У них такой небольшая залеж нефтяная, но там фишка в чем? Там сверху газовая шапка, а снизу очень активный аквифер. Водонапорный режим. Да, водонапорный режим. И, соответственно, там вот эти с вертикальными скважинами проблемы, там прорывы нефти или воды.","<|0.00|> Месторождение не буду называть, но назову регион.<|2.54|><|2.62|> В Актюбинской области есть небольшое месторождение.<|4.68|><|5.10|> У них вообще там ситуация интересная.<|6.84|><|7.46|> У них такой небольшая залежь нефтяная, да, но там фишка в<|13.06|><|13.06|> чем?<|13.98|><|14.08|> Там сверху газовая шапка, а снизу очень активный аквифер.<|17.90|><|19.06|> Водонапорный.<|19.70|><|19.70|> Да, водонапорный режим.<|21.90|><|22.36|> И, соответственно, там вот эти с вертикальными скважинами<|26.26|><|26.26|> проблемы, да, там прорывы нефти или воды.<|29.56|>",False
1001,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/YSKJxaTai8o/3486490.mp3,-0.07528211916279462,term,"Она ложится в проектные документы, она ложится в гидродинамические модели, она ложится в деклайн-керв анализ, кривые падения давления, она ложится в интерпретацию скважин, когда ты гидродинамические исследования интерпретируешь, или профиль притока, это все туда ложится. И, соответственно, как garbage in, garbage out. То есть входные данные, некачественные на выходе, ты и будешь иметь некачественные данные.","<|0.00|> проектные документы, она ложится в гидродинамические модели,<|4.12|><|4.12|> она ложится в деклайн-керв-анализ, кривые падения давления,<|8.84|><|8.84|> она ложится в интерпретацию скважин, когда ты гидродинамические<|14.14|><|14.14|> исследования интерпретируешь или профиль притока.<|17.04|><|17.04|> Это все туда ложится. И, соответственно, как garbage in,<|20.48|><|20.48|> garbage out, то есть входные данные некачественно выходят,<|23.92|><|23.92|> и будешь иметь некачественные данные.<|26.40|>",False
70,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/xbrsbYaj-gU/1122200.mp3,-0.0744666182436049,term,"Взаимосвязанных инженерных решений, определяющих объекты разработки, последовательность и темп их разбуривания и обустройства, наличие воздействия на пласты с целью извлечения из них нефти и газа, число соотношения и расположения нагнетательных и добывающих скважин, число резервных скважин, управление разработкой месторождения, охрану недр и окружающей среды, важная часть создания системы – это выделение объекта.","<|0.00|> взаимосвязанных инженерных решений, определяющих объекты<|4.58|><|4.58|> разработки.<|5.12|><|5.54|> Последовательность и темп их разбуривания и обустройства.<|8.84|><|9.38|> Наличие воздействия на пласты с целью извлечения из них нефти<|13.06|><|13.06|> и газа.<|13.86|><|14.28|> Число соотношения и расположения нагнетательных и добывающих<|18.30|><|18.30|> скважин.<|19.26|><|19.86|> Число резервных скважин.<|21.34|><|21.72|> Управление разработкой месторождения, охрану недр и окружающей<|25.12|><|25.12|> среды.<|25.72|><|26.52|> Важная часть создания системы – это выделение объектов<|29.92|>",False
1035,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/YSKJxaTai8o/4451200.mp3,-0.07420607336929866,term,"Массив водных ресурсов, Кокжиде называется, и претензия экологов в том, что месторождения не экологически разрабатываются. Есть такая технология, что по каждым скважинам, по колоннам, то есть это песчаной массив, потом есть, наверное, горизонт, водоносные зоны, потом ниже будут уже нефтегазовые резервуары, залежи.","<|0.00|> да, водных ресурсов,<|1.72|><|1.72|> Кукжиде называется, и, как сказать, претензия экологов в<|5.92|><|5.92|> том, что месторождения экологически, ну, не экологически<|10.20|><|10.20|> разрабатываются.<|11.84|><|12.30|> Если есть такая технология, что по каждому скважину, по колоннам,<|15.38|><|15.38|> да, то есть это песчаной массив, да, потом есть, наверное,<|18.62|><|18.62|> горизонт, да, водоносные зоны, потом ниже будет уже нефтегазовая,<|23.14|><|23.14|> да, ну, резервуары, залежи.<|26.44|>",False
99,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/xbrsbYaj-gU/1938680.mp3,-0.07418575657356996,term,"И вот здесь вы видите компенсация отбора закачкой – это отношение объема закачиваемой в пласт воды к объему отобранной в пластовых условиях жидкости из пласта. Если компенсация отбора больше или равна единице, то в залежи устанавливается жесткий водонапорный режим. Если компенсация отбора закачкой менее единицы, то упругий водонапорный режим. Продолжение следует...","<|0.00|> закачкой.<|0.84|><|1.62|> И вот здесь вы видите компенсация отбора закачкой.<|4.96|><|5.10|> Это отношение объема закачиваемой в пласт воды<|8.74|><|8.74|> к объему отобранной в пластовых условиях жидкости из пласта.<|13.12|><|13.80|> Если компенсация отбора больше или равна единице,<|16.90|><|17.00|> то в залежи устанавливается жесткий водонапорный режим.<|20.30|><|20.90|> Если компенсация отбора закачкой менее единицы,<|24.56|><|25.10|> то упругий водонапорный режим.<|27.12|>",False
941,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/YSKJxaTai8o/1821620.mp3,-0.073419523026262,term,"В конце 23-го года перенесли на 26-й год, потому что аргументировали, что у нас специалистов и других причин нет. То есть, каких-то параметров, которые могли бы способствовать работать на новой системе. То есть, в основном это специалисты, как я понимаю. Теперь, мы эту тему уже много раз обсуждали в других подкастах.","<|1.22|> В конце 2023 года перенесли на 2026 год, потому что аргументировали,<|8.36|><|8.36|> что у нас специалистов,<|10.74|><|10.74|> либо там других тоже причин, да, нет, то есть каких-то,<|15.00|><|15.00|> скажем, параметров, которые могли бы способствовать на<|19.60|><|19.60|> работе на новой системе, да,<|21.30|><|21.54|> то есть в основном это специалисты, да, как я понимаю.<|23.50|><|24.14|> Теперь, мы эту тему уже много раз тоже обсуждали в других<|28.04|>",False
704,/workspace/datasets/whisper_prep_dataset/train/created_dataset/dump/t0ov4FfyNR0/3835040.mp3,-0.07300187913434845,term,"кардинально в свое научное направление. Я же говорил, я начинал с фонументальной химии, а сейчас возглавляю направление нефтегазовых технологий. Это, на самом деле, очень часто сейчас встречается, и мы ищем ребят. Здесь очень важно посмотреть на тот вызов, проблему, который решаешь, и надо увидеть, какие в этом вызове есть задачи. И вот под эти задачи уже привлекать специалистов. У нас была задача, я рассказывал про технологии тяжелой нефти,","<|0.00|> кардинально<|0.58|><|0.58|> там свое научное направление,<|1.54|><|1.62|> да,<|1.68|><|1.70|> я же говорил,<|1.98|><|2.04|> я начинал с фундаментальной химии,<|3.24|><|3.92|> а сейчас возглавляю<|5.46|><|5.46|> там направление<|6.82|><|6.82|> нефтегазовых технологий,<|7.78|><|7.84|> да,<|7.90|><|7.96|> то есть тоже,<|8.72|><|9.44|> это на самом деле<|9.98|><|9.98|> очень часто сейчас встречается,<|11.12|><|11.80|> и мы ищем ребят,<|13.04|><|13.14|> именно вот как бы,<|13.70|><|13.70|> вот здесь очень важно<|14.88|><|14.88|> вот посмотреть на тот вызов,<|16.64|><|16.78|> проблему,<|17.04|><|17.18|> который решаешь,<|17.74|><|18.02|> и вот надо увидеть,<|18.76|><|19.36|> какие в этом вызове<|20.24|><|20.24|> есть задачи,<|21.98|><|22.00|> и вот под эти задачи<|22.86|><|22.86|> уже привлекать специалистов,<|24.02|><|24.08|> да,<|24.14|><|24.20|> то есть вот как бы вот<|26.14|><|26.14|> вот у нас была задача,<|28.04|><|28.08|> вот я рассказывал<|28.60|><|28.60|> про технологии тяжелой нефти,<|29.74|><|29.82|> да,<|29.92|>",False
